Estado,Pagina_Extraida,Precio,Ubicacion,Caracteristicas,URL_Propiedad
Nayarit,17,"$649,900
USD","Venta casa en 5 Calle Valadao #5, Col. San Ignacio, Bahía de Banderas, Nayarit, México, C.P. 63728, ID: 27706372",3 Recámaras | 3 Baños | 163 m 2,https://propiedades.com/inmuebles/casa-en-venta-5-calle-valadao-5-san-ignacio-nayarit-27706372#pagina=17&tipos=casas-venta&area=nayarit&pos=7
Nayarit,17,"$6,000,000
MXN","Venta casa en Refugio del Armadillo #119, Col. Mezcales, Bahía de Banderas, Nayarit, México, C.P. 63735, ID: 30343758",3 Recámaras | 3 Baños | 245 m 2,https://propiedades.com/inmuebles/casa-en-venta-refugio-del-armadillo-119-mezcales-nayarit-30343758#pagina=17&tipos=casas-venta&area=nayarit&pos=8
Nayarit,17,"$8,800,000
MXN","Se vende casa , Col. Las Jarretaderas, Bahía de Banderas, Nayarit, México, C.P. 63735, ID: 28920732",3 Recámaras | 4 Baños | 279 m 2,https://propiedades.com/inmuebles/casa-en-venta-las-jarretaderas-nayarit-28920732#pagina=17&tipos=casas-venta&area=nayarit&pos=9
Nayarit,17,"$8,350,000
MXN","Venta de casa Acacia, Col. San Juan, Tepic, Nayarit, México, C.P. 63130, ID: 13989579",5 Recámaras | 6 Baños | 400 m 2,https://propiedades.com/inmuebles/casa-en-venta-acacia-san-juan-nayarit-13989579#pagina=17&tipos=casas-venta&area=nayarit&pos=10
Nayarit,17,"$800,000
USD","Venta de casa en S/N, Col. Flamingos, Bahía de Banderas, Nayarit, México, C.P. 63732, ID: 29860356",4 Recámaras | 4 Baños | 300 m 2,https://propiedades.com/inmuebles/casa-en-venta-sn-flamingos-nayarit-29860356#pagina=17&tipos=casas-venta&area=nayarit&pos=11
Nayarit,17,"$8,200,000
MXN","Avenida Mexico, Col. Nuevo Vallarta, Bahía de Banderas, Nayarit, México, C.P. 63735, ID: 30212010",3 Recámaras | 3 Baños | 174 m 2,https://propiedades.com/inmuebles/casa-en-venta-avenida-mexico-nuevo-vallarta-nayarit-30212010#pagina=17&tipos=casas-venta&area=nayarit&pos=12
Nayarit,17,"$449,500
USD","Venta de casa en Estaciones #1835, Col. Buenos Aires, Bahía de Banderas, Nayarit, México, C.P. 63732, ID: 29179642",3 Recámaras | 4 Baños | 202 m 2,https://propiedades.com/inmuebles/casa-en-venta-estaciones-1835-buenos-aires-nayarit-29179642#pagina=17&tipos=casas-venta&area=nayarit&pos=13
Nayarit,17,"$8,100,000
MXN","Casa en venta, , Col. Nuevo Vallarta, Bahía de Banderas, Nayarit, México, C.P. 63735, ID: 27160738",3 Recámaras | 3 Baños | 202 m 2,https://propiedades.com/inmuebles/casa-en-venta-nuevo-vallarta-nayarit-27160738#pagina=17&tipos=casas-venta&area=nayarit&pos=14
Nayarit,17,"$12,800,000
MXN","Casa en venta, , Col. Nuevo Vallarta, Bahía de Banderas, Nayarit, México, C.P. 63735, ID: 30516533",280 m 2,https://propiedades.com/inmuebles/casa-en-venta-nuevo-vallarta-nayarit-30516533#pagina=17&tipos=casas-venta&area=nayarit&pos=15
Nayarit,17,"$3,300,000
MXN","Casa disponible en venta en , Col. Rincón del Cielo, Bahía de Banderas, Nayarit, México, C.P. 63735, ID: 29984634",2 Recámaras | 2 Baños | 117 m 2,https://propiedades.com/inmuebles/casa-en-venta-rincon-del-cielo-nayarit-29984634#pagina=17&tipos=casas-venta&area=nayarit&pos=16
Nayarit,17,"$4,250,000
MXN","Venta de casa 14 Independencia, Col. Las Jarretaderas, Bahía de Banderas, Nayarit, México, C.P. 63735, ID: 30166022",3 Recámaras | 2 Baños | 113 m 2,https://propiedades.com/inmuebles/casa-en-venta-14-independencia-las-jarretaderas-nayarit-30166022#pagina=17&tipos=casas-venta&area=nayarit&pos=17
Nayarit,17,"$5,300,000
MXN","Venta de casa en circuito concha #302, Col. Terralta, Bahía de Banderas, Nayarit, México, C.P. 63732, ID: 30701843",3 Recámaras | 2 Baños | 101 m 2,https://propiedades.com/inmuebles/casa-en-venta-circuito-concha-302-terralta-nayarit-30701843#pagina=17&tipos=casas-venta&area=nayarit&pos=18
Nayarit,17,"$4,980,000
MXN","Casa en venta disponible en ., Col. Villas de La Paz, Tepic, Nayarit, México, C.P. 63198, ID: 29321041",4 Recámaras | 2 Baños | 266 m 2,https://propiedades.com/inmuebles/casa-en-venta-villas-de-la-paz-nayarit-29321041#pagina=17&tipos=casas-venta&area=nayarit&pos=19
Nayarit,17,"$3,800,000
MXN","Casa disponible en venta en Rincón del cielo #00, Col. Rincón del Cielo, Bahía de Banderas, Nayarit, México, C.P. 63735, ID: 30595492",3 Recámaras | 2 Baños | 100 m 2,https://propiedades.com/inmuebles/casa-en-venta-rincon-del-cielo-00-rincon-del-cielo-nayarit-30595492#pagina=17&tipos=casas-venta&area=nayarit&pos=20
Nayarit,17,"$1,750,000
MXN","Casa disponible en venta en Valle de Kino, Col. Valle Dorado, Bahía de Banderas, Nayarit, México, C.P. 63735, ID: 28176804",2 Recámaras | 65 m 2,https://propiedades.com/inmuebles/casa-en-venta-valle-de-kino-valle-dorado-nayarit-28176804#pagina=17&tipos=casas-venta&area=nayarit&pos=21
Nayarit,17,"$4,250,000
MXN","Venta casa en Privada TITAN, Col. Las Ceibas, Bahía de Banderas, Nayarit, México, C.P. 63735, ID: 28176791",3 Recámaras | 126 m 2,https://propiedades.com/inmuebles/casa-en-venta-privada-titan-las-ceibas-nayarit-28176791#pagina=17&tipos=casas-venta&area=nayarit&pos=22
Nayarit,17,"$7,650,000
MXN","Venta casa en , Col. Nuevo Vallarta, Bahía de Banderas, Nayarit, México, C.P. 63735, ID: 30056971",4 Recámaras | 3 Baños | 167 m 2,https://propiedades.com/inmuebles/casa-en-venta-nuevo-vallarta-nayarit-30056971#pagina=17&tipos=casas-venta&area=nayarit&pos=23
