ano,estado,municipio,pcu,avance_obra,tipo_vivienda,viviendas,clave_municipio,clave_estado
0,Nuevo León,General Escobedo,U1,Avance 60-79,Vertical,44,021,19
0,Michoacán de Ocampo,Zamora,U3,Avance 60-79,Vertical,76,108,16
0,Ciudad de México,Benito Juárez,U2,HBT + 5m,Vertical,19,014,09
0,Hidalgo,Zempoala,FC,Sin HBT,Horizontal,1,083,13
0,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,U3,Avance 80-99,Horizontal,12,085,30
0,Veracruz de Ignacio de la Llave,Fortín,U3,Avance 20-39,Horizontal,6,068,30
0,Hidalgo,Epazoyucan,FC,Avance 40-59,Vertical,38,022,13
0,Chiapas,Tapachula,U3,Avance 40-59,Vertical,16,089,07
0,Nuevo León,García,U3,Avance 80-99,Vertical,6,018,19
0,Hidalgo,Tepeji del Río de Ocampo,U2,Avance 80-99,Horizontal,4,063,13
0,Ciudad de México,Iztacalco,ND,HBT + 5m,Vertical,41,006,09
0,Hidalgo,Zempoala,U3,HBT + 5m,Horizontal,142,083,13
0,México,Tecámac,U2,HBT - 5m,Vertical,13,081,15
0,Ciudad de México,Tláhuac,U2,Avance 80-99,Horizontal,1,011,09
0,Veracruz de Ignacio de la Llave,Boca del Río,FC,Sin HBT,Horizontal,2,028,30
0,Puebla,Amozoc,U2,Sin reporte,Horizontal,1,015,21
0,Guanajuato,Apaseo el Grande,FC,Avance 20-39,Horizontal,23,005,11
0,Jalisco,Zapotlán el Grande,U3,Avance 60-79,Horizontal,325,023,14
0,Sinaloa,Mazatlán,U3,Avance 80-99,Vertical,17,012,25
0,Querétaro,Querétaro,U3,Avance 1-19,Vertical,222,014,22
0,Nuevo León,Guadalupe,U2,Avance 80-99,Horizontal,99,026,19
0,Guerrero,Iguala de la Independencia,FC,Sin HBT,Vertical,2,035,12
0,Guanajuato,Purísima del Rincón,U2,HBT + 5m,Horizontal,2,025,11
0,Puebla,Puebla,U2,Avance 20-39,Vertical,68,114,21
0,Michoacán de Ocampo,La Piedad,U3,Avance 0,Vertical,120,069,16
0,Morelos,Ayala,U3,HBT - 5m,Horizontal,199,004,17
0,Hidalgo,Zimapán,FC,HBT + 5m,Horizontal,28,084,13
0,Sonora,Puerto Peñasco,U2,Avance 1-19,Horizontal,15,048,26
0,Sonora,Cajeme,U3,Avance 60-79,Vertical,16,018,26
0,Nuevo León,García,U3,Avance 40-59,Horizontal,466,018,19
0,Aguascalientes,San Francisco de los Romo,U3,Avance 20-39,Vertical,4,011,01
0,Jalisco,Arandas,FC,Sin reporte,Horizontal,6,008,14
0,Puebla,Tehuacán,U3,HBT + 5m,Vertical,5,156,21
0,Aguascalientes,San Francisco de los Romo,U3,Avance 0,Vertical,156,011,01
0,Veracruz de Ignacio de la Llave,Coatepec,U2,Avance 80-99,Horizontal,4,038,30
0,Sinaloa,Culiacán,U3,HBT + 5m,Vertical,69,006,25
0,Tamaulipas,Reynosa,U3,HBT - 5m,Vertical,76,032,28
0,Guanajuato,León,U3,Sin HBT,Horizontal,118,020,11
0,Baja California,Ensenada,U2,Sin reporte,Vertical,10,001,02
0,Coahuila de Zaragoza,Piedras Negras,FC,Avance 80-99,Horizontal,9,025,05
0,Jalisco,Tlajomulco de Zúñiga,U2,Avance 60-79,Horizontal,154,097,14
0,San Luis Potosí,Cerritos,FC,Avance 1-19,Horizontal,4,008,24
0,Nuevo León,Juárez,U1,Avance 40-59,Horizontal,11,031,19
0,Nayarit,Bahía de Banderas,FC,HBT - 5m,Horizontal,1,020,18
0,Puebla,Ahuazotepec,FC,HBT + 5m,Horizontal,1,008,21
0,México,Coacalco de Berriozábal,U2,Avance 60-79,Horizontal,46,020,15
0,Nuevo León,Apodaca,U2,Avance 20-39,Horizontal,74,006,19
0,Michoacán de Ocampo,Vista Hermosa,FC,HBT + 5m,Horizontal,3,105,16
0,Sinaloa,Ahome,U2,Avance 60-79,Vertical,2,001,25
0,Nuevo León,García,FC,HBT + 5m,Vertical,5,018,19
0,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,U2,HBT + 5m,Horizontal,2,085,30
0,Chihuahua,Juárez,U2,Sin reporte,Horizontal,96,037,08
0,Sonora,Empalme,FC,HBT + 5m,Horizontal,1,025,26
0,Veracruz de Ignacio de la Llave,Coatzintla,U3,Avance 40-59,Vertical,70,040,30
0,Puebla,Coronango,U1,Avance 40-59,Horizontal,59,034,21
0,Nuevo León,Santa Catarina,U2,HBT - 5m,Vertical,3,048,19
0,México,Coacalco de Berriozábal,U1,Avance 0,Vertical,48,020,15
0,Zacatecas,Zacatecas,FC,HBT + 5m,Horizontal,2,056,32
0,Veracruz de Ignacio de la Llave,Xico,U2,Avance 0,Vertical,3,092,30
0,Nuevo León,General Escobedo,U1,Avance 0,Horizontal,4,021,19
0,Sonora,Nogales,U1,Sin HBT,Horizontal,4,043,26
0,Ciudad de México,Gustavo A. Madero,U1,Sin HBT,Vertical,12,005,09
0,Sinaloa,Culiacán,U3,Sin reporte,Horizontal,163,006,25
0,Jalisco,La Barca,U2,Avance 80-99,Horizontal,7,018,14
0,Jalisco,Lagos de Moreno,U2,Avance 80-99,Horizontal,22,053,14
0,Hidalgo,Epazoyucan,FC,Avance 1-19,Horizontal,155,022,13
0,Sonora,Empalme,FC,HBT - 5m,Horizontal,1,025,26
0,Chihuahua,Delicias,U3,HBT + 5m,Horizontal,23,021,08
0,Jalisco,Ocotlán,U1,Avance 1-19,Horizontal,1,063,14
0,Jalisco,Ameca,U3,HBT + 5m,Horizontal,29,006,14
0,Durango,Lerdo,U2,HBT + 5m,Horizontal,72,012,10
0,Tlaxcala,Yauhquemehcan,U1,Avance 1-19,Vertical,16,043,29
0,Querétaro,Querétaro,FC,Avance 60-79,Horizontal,36,014,22
0,Puebla,Ocoyucan,FC,Avance 1-19,Horizontal,12,106,21
0,Tlaxcala,Huamantla,U2,Avance 0,Horizontal,2,013,29
0,Oaxaca,Heroica Ciudad de Huajuapan de León,U2,Sin HBT,Horizontal,2,039,20
0,Baja California,Mexicali,FC,Avance 40-59,Horizontal,10,002,02
0,Hidalgo,Pachuca de Soto,FC,Avance 80-99,Horizontal,14,048,13
0,México,Cuautitlán,U2,HBT + 5m,Horizontal,355,024,15
0,Durango,Lerdo,U3,HBT - 5m,Horizontal,24,012,10
0,Coahuila de Zaragoza,Acuña,U3,HBT - 5m,Horizontal,4,002,05
0,Puebla,Cuautlancingo,U1,Avance 0,Horizontal,86,041,21
0,Sonora,Guaymas,FC,HBT + 5m,Horizontal,45,029,26
0,Nuevo León,General Escobedo,U2,HBT - 5m,Horizontal,204,021,19
0,Aguascalientes,Rincón de Romos,U2,Avance 80-99,Horizontal,3,007,01
0,Yucatán,Motul,U3,Avance 20-39,Horizontal,1,052,31
0,Guanajuato,León,U3,Avance 20-39,Horizontal,266,020,11
0,Nuevo León,García,U3,Avance 60-79,Horizontal,489,018,19
0,Aguascalientes,Calvillo,U1,Avance 40-59,Horizontal,2,003,01
0,Aguascalientes,Jesús María,U2,Sin HBT,Horizontal,17,005,01
0,Tlaxcala,La Magdalena Tlaltelulco,U2,Sin HBT,Horizontal,3,048,29
0,Tlaxcala,Tlaxcala,U1,Avance 0,Vertical,3,033,29
0,Coahuila de Zaragoza,Múzquiz,U3,HBT + 5m,Horizontal,8,020,05
0,Coahuila de Zaragoza,Ramos Arizpe,U2,HBT + 5m,Horizontal,143,027,05
0,San Luis Potosí,Soledad de Graciano Sánchez,FC,HBT + 5m,Horizontal,226,035,24
0,Nuevo León,El Carmen,U3,Avance 1-19,Horizontal,1160,010,19
0,Guerrero,Zihuatanejo de Azueta,FC,HBT + 5m,Horizontal,72,038,12
0,Ciudad de México,Iztacalco,U2,Avance 40-59,Vertical,11,006,09
0,Tabasco,Nacajuca,U3,Avance 80-99,Vertical,27,013,27
0,Chiapas,Tapachula,U3,Avance 60-79,Horizontal,7,089,07
0,Aguascalientes,Aguascalientes,U3,Avance 60-79,Vertical,28,001,01
0,Tamaulipas,Altamira,U2,Avance 80-99,Vertical,102,003,28
0,Zacatecas,Guadalupe,U1,HBT - 5m,Horizontal,2,017,32
0,Tamaulipas,Tampico,U1,Avance 0,Horizontal,21,038,28
0,Hidalgo,Pachuca de Soto,U2,Sin reporte,Horizontal,1,048,13
0,Chihuahua,Cuauhtémoc,U2,Sin HBT,Horizontal,9,017,08
0,Ciudad de México,Miguel Hidalgo,U1,Avance 20-39,Vertical,12,016,09
0,Ciudad de México,Cuajimalpa de Morelos,U1,Sin HBT,Vertical,1,004,09
0,Nayarit,Xalisco,U2,HBT + 5m,Horizontal,206,008,18
0,Sinaloa,Culiacán,U2,Avance 40-59,Vertical,76,006,25
0,Jalisco,Tonalá,U2,Avance 60-79,Horizontal,203,101,14
0,Tlaxcala,Zacatelco,U2,HBT + 5m,Horizontal,59,044,29
0,Jalisco,El Salto,U2,Avance 40-59,Horizontal,119,070,14
0,Durango,Durango,U2,Avance 40-59,Vertical,22,005,10
0,México,Tlalmanalco,U3,Avance 40-59,Horizontal,22,103,15
0,Nuevo León,Ciénega de Flores,FC,Avance 40-59,Horizontal,55,012,19
0,Guanajuato,Irapuato,U3,HBT - 5m,Vertical,2,017,11
0,Yucatán,Hunucmá,U1,Avance 0,Horizontal,3,038,31
0,Sinaloa,Culiacán,U2,HBT - 5m,Horizontal,123,006,25
0,Hidalgo,Epazoyucan,FC,Sin HBT,Horizontal,26,022,13
0,Tlaxcala,Zacatelco,U1,HBT + 5m,Vertical,2,044,29
0,Aguascalientes,Aguascalientes,U3,HBT + 5m,Horizontal,1615,001,01
0,Guanajuato,Irapuato,FC,Avance 0,Horizontal,35,017,11
0,Jalisco,Ocotlán,U2,HBT - 5m,Horizontal,7,063,14
0,Nayarit,Tepic,U3,Avance 0,Horizontal,59,017,18
0,Michoacán de Ocampo,La Piedad,U2,Avance 1-19,Horizontal,1,069,16
0,Yucatán,Mérida,U2,Avance 60-79,Vertical,4,050,31
0,Hidalgo,Tulancingo de Bravo,U2,Avance 20-39,Horizontal,2,077,13
0,Jalisco,Puerto Vallarta,U2,Avance 40-59,Horizontal,15,067,14
0,Nayarit,Tepic,U1,Sin reporte,Horizontal,2,017,18
0,Morelos,Temixco,U3,Avance 40-59,Horizontal,5,018,17
0,México,Almoloya de Juárez,U2,HBT + 5m,Horizontal,43,005,15
0,Guanajuato,León,U3,Avance 40-59,Vertical,136,020,11
0,Veracruz de Ignacio de la Llave,Córdoba,U3,HBT - 5m,Vertical,58,044,30
0,Jalisco,San Pedro Tlaquepaque,FC,HBT + 5m,Horizontal,9,098,14
0,Sonora,Puerto Peñasco,U3,Avance 1-19,Horizontal,10,048,26
0,Hidalgo,Actopan,U2,Avance 80-99,Horizontal,4,003,13
0,Morelos,Yautepec,U3,HBT + 5m,Vertical,1,029,17
0,Jalisco,El Salto,U3,Avance 80-99,Vertical,94,070,14
0,Michoacán de Ocampo,Morelia,FC,Avance 0,Vertical,402,053,16
0,Quintana Roo,Benito Juárez,FC,Avance 40-59,Vertical,16,005,23
0,Chihuahua,Chihuahua,U2,Avance 0,Horizontal,270,019,08
0,Coahuila de Zaragoza,Piedras Negras,U2,HBT + 5m,Horizontal,93,025,05
0,Colima,Manzanillo,U1,HBT + 5m,Horizontal,1,007,06
0,Guanajuato,San Francisco del Rincón,U3,HBT + 5m,Horizontal,4,031,11
0,Jalisco,Tlajomulco de Zúñiga,FC,Sin HBT,Horizontal,86,097,14
0,Yucatán,Tixkokob,FC,Avance 80-99,Horizontal,7,093,31
0,Guanajuato,San Felipe,U2,Avance 60-79,Horizontal,1,030,11
0,Veracruz de Ignacio de la Llave,Coatzintla,FC,Sin HBT,Vertical,13,040,30
0,Jalisco,El Salto,U2,HBT - 5m,Vertical,360,070,14
0,Veracruz de Ignacio de la Llave,Cosoleacaque,U1,Avance 40-59,Horizontal,13,048,30
0,Oaxaca,Santo Domingo Tehuantepec,U1,HBT - 5m,Horizontal,13,515,20
0,México,Huehuetoca,U3,Avance 80-99,Horizontal,272,035,15
0,Veracruz de Ignacio de la Llave,Medellín de Bravo,FC,Sin HBT,Horizontal,24,105,30
0,México,Coacalco de Berriozábal,U2,Avance 40-59,Horizontal,50,020,15
0,México,San Mateo Atenco,U2,Sin HBT,Horizontal,6,076,15
0,Tamaulipas,Nuevo Laredo,U2,Avance 20-39,Horizontal,74,027,28
0,Chiapas,Huixtla,U3,Avance 80-99,Horizontal,8,040,07
0,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,U3,Sin HBT,Horizontal,4,014,11
0,Guanajuato,Salamanca,U1,Sin HBT,Horizontal,24,027,11
0,Quintana Roo,Othón P. Blanco,U3,HBT + 5m,Horizontal,508,004,23
0,Guanajuato,San José Iturbide,U1,HBT + 5m,Horizontal,3,032,11
0,Guanajuato,Irapuato,U3,HBT - 5m,Horizontal,95,017,11
0,Querétaro,Querétaro,U1,Avance 80-99,Horizontal,45,014,22
0,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,U3,HBT + 5m,Vertical,10,131,30
0,Puebla,Tehuacán,U3,Avance 1-19,Horizontal,11,156,21
0,Tabasco,Teapa,U3,Avance 80-99,Vertical,3,016,27
0,Chiapas,Huehuetán,FC,Avance 60-79,Vertical,12,037,07
0,Yucatán,Tekax,U2,Avance 80-99,Horizontal,4,079,31
0,Quintana Roo,Cozumel,U3,Avance 40-59,Horizontal,8,001,23
0,Nayarit,Ixtlán del Río,U3,Avance 40-59,Horizontal,3,006,18
0,Hidalgo,Mineral de la Reforma,U2,HBT + 5m,Horizontal,814,051,13
0,Ciudad de México,Tlalpan,U1,HBT + 5m,Vertical,10,012,09
0,Puebla,Chignahuapan,FC,Avance 60-79,Horizontal,5,053,21
0,Nayarit,Tepic,U3,Avance 20-39,Vertical,35,017,18
0,Oaxaca,Tlacolula de Matamoros,U3,Avance 0,Vertical,440,551,20
0,Hidalgo,Santiago Tulantepec de Lugo Guerrero,U2,Sin reporte,Horizontal,74,056,13
0,México,Atlacomulco,FC,Avance 1-19,Vertical,108,014,15
0,Baja California,Ensenada,U2,HBT + 5m,Horizontal,114,001,02
0,Hidalgo,Tizayuca,U2,HBT - 5m,Horizontal,135,069,13
0,México,Lerma,U2,HBT - 5m,Horizontal,144,051,15
0,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,U3,Avance 0,Horizontal,3,014,11
0,Baja California,Ensenada,U2,Avance 1-19,Vertical,24,001,02
0,Tamaulipas,Nuevo Laredo,U3,Sin reporte,Horizontal,72,027,28
0,Ciudad de México,Álvaro Obregón,U1,HBT - 5m,Vertical,47,010,09
0,Nuevo León,Apodaca,U3,HBT + 5m,Horizontal,1440,006,19
0,San Luis Potosí,Cárdenas,U2,HBT + 5m,Horizontal,3,005,24
0,Michoacán de Ocampo,Jacona,U2,Avance 60-79,Horizontal,4,043,16
0,Oaxaca,Santo Domingo Tehuantepec,FC,Sin HBT,Horizontal,4,515,20
0,Baja California,Tijuana,U2,HBT - 5m,Vertical,86,004,02
0,Michoacán de Ocampo,Vista Hermosa,FC,HBT - 5m,Horizontal,2,105,16
0,Puebla,Huejotzingo,U3,Avance 20-39,Horizontal,12,074,21
0,Yucatán,Kanasín,U1,Avance 80-99,Horizontal,3,041,31
0,Baja California Sur,Los Cabos,ND,Avance 80-99,Vertical,2,008,03
0,Jalisco,Juanacatlán,FC,Avance 60-79,Horizontal,72,051,14
0,Coahuila de Zaragoza,Sabinas,U2,Avance 40-59,Horizontal,4,028,05
0,Yucatán,Mérida,U3,Avance 80-99,Vertical,100,050,31
0,Morelos,Jojutla,FC,Sin reporte,Horizontal,39,012,17
0,Jalisco,Zapopan,FC,Avance 1-19,Vertical,14,120,14
0,Jalisco,Ixtlahuacán de los Membrillos,U3,Avance 1-19,Horizontal,13,044,14
0,Tabasco,Teapa,U3,Avance 80-99,Horizontal,3,016,27
0,Jalisco,Tlajomulco de Zúñiga,U3,Sin reporte,Horizontal,23,097,14
0,Nayarit,Bahía de Banderas,U2,HBT - 5m,Horizontal,66,020,18
0,Sonora,Hermosillo,U3,Sin HBT,Horizontal,132,030,26
0,Veracruz de Ignacio de la Llave,Perote,U1,HBT + 5m,Horizontal,12,128,30
0,Veracruz de Ignacio de la Llave,Medellín de Bravo,U3,Avance 1-19,Vertical,66,105,30
0,México,Nextlalpan,U3,Avance 40-59,Horizontal,40,059,15
0,Nuevo León,El Carmen,U2,Avance 40-59,Horizontal,52,010,19
0,Zacatecas,Guadalupe,FC,Sin HBT,Horizontal,31,017,32
0,Puebla,Izúcar de Matamoros,U1,Avance 60-79,Horizontal,1,085,21
0,Colima,Manzanillo,U3,HBT + 5m,Horizontal,247,007,06
0,Chihuahua,Delicias,U3,Avance 20-39,Horizontal,12,021,08
0,Puebla,Tehuacán,U2,Avance 80-99,Vertical,54,156,21
0,Ciudad de México,Tláhuac,U2,HBT - 5m,Vertical,7,011,09
0,Oaxaca,Santa María Atzompa,U2,HBT + 5m,Horizontal,8,399,20
0,Nuevo León,General Zuazua,FC,HBT + 5m,Vertical,39,025,19
0,Colima,Colima,U3,Avance 80-99,Horizontal,13,002,06
0,Guanajuato,Salamanca,FC,Avance 0,Horizontal,8,027,11
0,Michoacán de Ocampo,Hidalgo,U2,Avance 20-39,Horizontal,2,034,16
0,Michoacán de Ocampo,Morelia,U2,Sin HBT,Horizontal,69,053,16
0,Sonora,San Luis Río Colorado,FC,Avance 60-79,Horizontal,5,055,26
0,Quintana Roo,Tulum,U3,HBT - 5m,Horizontal,2,009,23
0,Hidalgo,Zempoala,U2,Avance 40-59,Horizontal,2,083,13
0,Jalisco,Tlajomulco de Zúñiga,FC,Avance 60-79,Vertical,160,097,14
0,Chihuahua,Chihuahua,U2,HBT - 5m,Horizontal,200,019,08
0,Coahuila de Zaragoza,Monclova,U1,Avance 60-79,Horizontal,13,018,05
0,Sonora,Navojoa,FC,HBT + 5m,Horizontal,1,042,26
0,Chihuahua,Cuauhtémoc,U2,Avance 40-59,Horizontal,2,017,08
0,Colima,Manzanillo,U3,Avance 0,Horizontal,93,007,06
0,Jalisco,Zapopan,U3,HBT + 5m,Horizontal,1354,120,14
0,Yucatán,Motul,U2,HBT - 5m,Vertical,13,052,31
0,Tlaxcala,Yauhquemehcan,U2,Avance 60-79,Horizontal,28,043,29
0,Sinaloa,Salvador Alvarado,U2,Avance 40-59,Horizontal,11,015,25
0,Zacatecas,Guadalupe,U3,HBT - 5m,Horizontal,217,017,32
0,Nuevo León,Cadereyta Jiménez,U3,HBT + 5m,Horizontal,159,009,19
0,Tlaxcala,Yauhquemehcan,U2,Avance 80-99,Horizontal,20,043,29
0,Sinaloa,Mazatlán,U3,Avance 0,Horizontal,242,012,25
0,Tabasco,Cárdenas,FC,Avance 20-39,Horizontal,1,002,27
0,Tlaxcala,Chiautempan,U2,Avance 80-99,Horizontal,9,010,29
0,Tamaulipas,Reynosa,U2,Avance 20-39,Vertical,8,032,28
0,Zacatecas,Zacatecas,U1,HBT + 5m,Horizontal,1,056,32
0,Ciudad de México,Cuauhtémoc,U2,Sin reporte,Horizontal,1,015,09
0,Morelos,Yautepec,U2,HBT + 5m,Vertical,41,029,17
0,Veracruz de Ignacio de la Llave,Córdoba,FC,Avance 60-79,Vertical,46,044,30
0,Puebla,San Martín Texmelucan,U2,HBT + 5m,Horizontal,77,132,21
0,Campeche,Campeche,U2,Avance 80-99,Vertical,32,002,04
0,Michoacán de Ocampo,Uruapan,U3,HBT + 5m,Vertical,59,102,16
0,San Luis Potosí,Villa de Reyes,FC,Avance 80-99,Horizontal,11,050,24
0,Veracruz de Ignacio de la Llave,Coatepec,U3,HBT + 5m,Horizontal,3,038,30
0,Tabasco,Paraíso,U2,Avance 60-79,Horizontal,1,014,27
0,San Luis Potosí,Ciudad Valles,U2,Sin HBT,Horizontal,10,013,24
0,Puebla,Tecamachalco,U2,HBT + 5m,Horizontal,5,154,21
0,Guanajuato,Uriangato,U2,Avance 20-39,Horizontal,6,041,11
0,México,Huehuetoca,U2,HBT - 5m,Horizontal,20,035,15
0,Yucatán,Umán,U2,HBT + 5m,Vertical,9,101,31
0,Baja California Sur,Comondú,U1,HBT + 5m,Horizontal,6,001,03
0,Tabasco,Centro,U3,Avance 60-79,Horizontal,1,004,27
0,Tlaxcala,Huamantla,U2,HBT - 5m,Vertical,10,013,29
0,Coahuila de Zaragoza,Piedras Negras,U1,HBT - 5m,Horizontal,10,025,05
0,Aguascalientes,Aguascalientes,U2,HBT - 5m,Horizontal,126,001,01
0,Aguascalientes,Aguascalientes,FC,Avance 60-79,Horizontal,4,001,01
0,Nuevo León,Apodaca,U2,Avance 1-19,Horizontal,246,006,19
0,Coahuila de Zaragoza,Frontera,U2,Avance 0,Horizontal,9,010,05
0,Tlaxcala,Tlaxco,FC,Avance 40-59,Horizontal,1,034,29
0,Sonora,Agua Prieta,U3,Avance 40-59,Horizontal,10,002,26
0,Jalisco,El Salto,U3,Avance 80-99,Horizontal,190,070,14
0,Tlaxcala,Tzompantepec,U3,HBT + 5m,Horizontal,1,038,29
0,Ciudad de México,Benito Juárez,U1,Sin HBT,Vertical,125,014,09
0,Ciudad de México,La Magdalena Contreras,U2,Avance 60-79,Vertical,1,008,09
0,Querétaro,Corregidora,U2,Avance 1-19,Horizontal,46,006,22
0,Campeche,Champotón,FC,HBT + 5m,Horizontal,7,004,04
0,Coahuila de Zaragoza,Ramos Arizpe,U2,Sin reporte,Horizontal,5,027,05
0,México,Toluca,FC,Sin HBT,Horizontal,48,106,15
0,Jalisco,Tepatitlán de Morelos,U2,Avance 60-79,Horizontal,5,093,14
0,Guanajuato,Villagrán,U3,Avance 40-59,Vertical,12,044,11
0,Yucatán,Ticul,FC,Avance 40-59,Horizontal,1,089,31
0,Ciudad de México,Iztacalco,U1,Avance 60-79,Vertical,279,006,09
0,Guerrero,Iguala de la Independencia,U2,Avance 20-39,Horizontal,1,035,12
0,Puebla,Coronango,U3,Avance 40-59,Horizontal,10,034,21
0,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,U2,HBT + 5m,Horizontal,17,131,30
0,Nuevo León,Juárez,U2,Avance 20-39,Vertical,1,031,19
0,Sinaloa,Ahome,FC,Avance 80-99,Horizontal,54,001,25
0,Jalisco,Arandas,U2,Avance 1-19,Horizontal,1,008,14
0,México,Coacalco de Berriozábal,U2,Avance 1-19,Horizontal,22,020,15
0,México,Tecámac,FC,HBT - 5m,Horizontal,1,081,15
0,Puebla,San Martín Texmelucan,U2,HBT - 5m,Vertical,199,132,21
0,Sinaloa,Guasave,U3,Sin HBT,Horizontal,4,011,25
0,Jalisco,Puerto Vallarta,U3,HBT + 5m,Horizontal,223,067,14
0,Veracruz de Ignacio de la Llave,Puente Nacional,U2,Avance 60-79,Horizontal,1,134,30
0,Nuevo León,Montemorelos,FC,Avance 1-19,Horizontal,2,038,19
0,Colima,Manzanillo,U3,Avance 1-19,Horizontal,34,007,06
0,Hidalgo,Pachuca de Soto,FC,HBT + 5m,Horizontal,535,048,13
0,Querétaro,El Marqués,U3,Avance 0,Horizontal,383,011,22
0,Chihuahua,Hidalgo del Parral,U1,HBT + 5m,Horizontal,12,032,08
0,Hidalgo,Tulancingo de Bravo,U2,Avance 40-59,Horizontal,2,077,13
0,Michoacán de Ocampo,Morelia,U1,Avance 0,Horizontal,56,053,16
0,Oaxaca,Santa Cruz Xoxocotlán,U2,HBT - 5m,Vertical,7,385,20
0,Baja California,Tijuana,U3,Avance 20-39,Vertical,32,004,02
0,Veracruz de Ignacio de la Llave,Pánuco,U2,Avance 60-79,Horizontal,1,123,30
0,Yucatán,Valladolid,U2,Avance 20-39,Horizontal,7,102,31
0,Veracruz de Ignacio de la Llave,Coatzacoalcos,FC,Avance 60-79,Vertical,191,039,30
0,Colima,Manzanillo,U3,HBT - 5m,Vertical,24,007,06
0,México,Chalco,U3,Avance 80-99,Horizontal,5,025,15
0,Hidalgo,Epazoyucan,FC,Avance 80-99,Horizontal,39,022,13
0,Nuevo León,Juárez,U2,Avance 1-19,Vertical,1,031,19
0,Guanajuato,Silao de la Victoria,U3,Avance 80-99,Horizontal,28,037,11
0,Tamaulipas,Matamoros,U2,Avance 80-99,Horizontal,4,022,28
0,Aguascalientes,Aguascalientes,U3,Avance 80-99,Horizontal,367,001,01
0,Quintana Roo,Benito Juárez,U2,Avance 80-99,Horizontal,317,005,23
0,Chiapas,Ocozocoautla de Espinosa,FC,HBT + 5m,Horizontal,46,061,07
0,Veracruz de Ignacio de la Llave,Tantoyuca,FC,Sin HBT,Horizontal,2,155,30
0,Yucatán,Valladolid,U2,Avance 60-79,Horizontal,17,102,31
0,Nuevo León,Ciénega de Flores,U3,HBT + 5m,Vertical,6,012,19
0,Sonora,Hermosillo,FC,HBT - 5m,Horizontal,46,030,26
0,Nuevo León,San Nicolás de los Garza,U2,HBT - 5m,Horizontal,15,046,19
0,Guanajuato,Salamanca,FC,Avance 40-59,Horizontal,38,027,11
0,Jalisco,Ixtlahuacán de los Membrillos,FC,HBT - 5m,Horizontal,8,044,14
0,Quintana Roo,Felipe Carrillo Puerto,FC,Avance 0,Horizontal,40,002,23
0,Oaxaca,Santa Cruz Xoxocotlán,U2,Avance 60-79,Horizontal,4,385,20
0,Morelos,Cuernavaca,U2,HBT + 5m,Horizontal,140,007,17
0,Puebla,Cuautlancingo,U2,Avance 60-79,Vertical,36,041,21
0,Veracruz de Ignacio de la Llave,Tuxpan,U3,HBT - 5m,Horizontal,10,189,30
0,Veracruz de Ignacio de la Llave,Minatitlán,U3,HBT + 5m,Horizontal,38,108,30
0,Querétaro,Querétaro,U2,Avance 40-59,Horizontal,49,014,22
0,Coahuila de Zaragoza,Matamoros,U2,Avance 40-59,Horizontal,4,017,05
0,Oaxaca,Tlacolula de Matamoros,U3,Sin HBT,Horizontal,2,551,20
0,Coahuila de Zaragoza,Monclova,U3,HBT - 5m,Horizontal,11,018,05
0,Jalisco,Ixtlahuacán de los Membrillos,FC,Avance 0,Vertical,73,044,14
0,Yucatán,Ticul,FC,Avance 80-99,Horizontal,1,089,31
0,San Luis Potosí,Soledad de Graciano Sánchez,FC,HBT - 5m,Horizontal,23,035,24
0,Nuevo León,Guadalupe,U2,Avance 1-19,Horizontal,5,026,19
0,Yucatán,Mérida,U2,HBT + 5m,Horizontal,1580,050,31
0,San Luis Potosí,San Luis Potosí,U1,Avance 80-99,Horizontal,64,028,24
0,Coahuila de Zaragoza,Torreón,U1,Sin reporte,Horizontal,9,035,05
0,México,Atizapán de Zaragoza,U2,Avance 80-99,Vertical,33,013,15
0,México,Temascalapa,U3,Avance 0,Horizontal,23,084,15
0,Puebla,Cuautlancingo,U2,Avance 60-79,Horizontal,143,041,21
0,Baja California,Tijuana,U3,HBT + 5m,Horizontal,1229,004,02
0,Sonora,Agua Prieta,U3,Avance 1-19,Horizontal,185,002,26
0,Chiapas,Tuxtla Gutiérrez,U3,Sin reporte,Horizontal,1,101,07
0,Puebla,Huejotzingo,U3,Avance 80-99,Horizontal,8,074,21
0,Veracruz de Ignacio de la Llave,Coatzacoalcos,U2,Avance 80-99,Vertical,7,039,30
0,Hidalgo,Tepeapulco,U2,Avance 80-99,Horizontal,29,061,13
0,Puebla,Izúcar de Matamoros,U1,HBT - 5m,Horizontal,3,085,21
0,Jalisco,Tlajomulco de Zúñiga,U1,Avance 0,Horizontal,77,097,14
0,Baja California,Tijuana,U2,Avance 0,Vertical,296,004,02
0,Veracruz de Ignacio de la Llave,Martínez de la Torre,U2,HBT + 5m,Horizontal,7,102,30
0,México,Zumpango,U2,Avance 0,Horizontal,123,120,15
0,Nuevo León,Sabinas Hidalgo,U3,HBT + 5m,Horizontal,6,044,19
0,Puebla,Cuautlancingo,U1,HBT - 5m,Vertical,105,041,21
